province,region,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
British Columbia,Okanagan-Similkameen,2020-04-23,-26,-1,,,-35,11
British Columbia,Okanagan-Similkameen,2020-04-24,-28,2,,,-35,11
British Columbia,Okanagan-Similkameen,2020-04-25,-31,3,,,-31,
British Columbia,Okanagan-Similkameen,2020-04-26,-22,-1,,,-27,
British Columbia,Okanagan-Similkameen,2020-04-27,-22,4,,,-32,9
British Columbia,Okanagan-Similkameen,2020-04-28,-18,5,,,-33,9
British Columbia,Okanagan-Similkameen,2020-04-29,-24,9,,,-34,10
British Columbia,Okanagan-Similkameen,2020-04-30,-21,11,,,-34,9
British Columbia,Okanagan-Similkameen,2020-05-01,-21,12,,,-33,9
British Columbia,Okanagan-Similkameen,2020-05-02,-24,10,,,-28,
British Columbia,Okanagan-Similkameen,2020-05-03,-16,14,,,-29,
British Columbia,Okanagan-Similkameen,2020-05-04,-13,13,,,-32,9
British Columbia,Okanagan-Similkameen,2020-05-05,-15,7,,,-32,9
British Columbia,Okanagan-Similkameen,2020-05-06,-23,16,,,-34,12
British Columbia,Okanagan-Similkameen,2020-05-07,-19,15,,,-30,9
British Columbia,Okanagan-Similkameen,2020-05-08,-15,22,,,-32,9
British Columbia,Okanagan-Similkameen,2020-05-09,-14,32,,,-24,
British Columbia,Okanagan-Similkameen,2020-05-10,3,37,,,-19,
British Columbia,Okanagan-Similkameen,2020-05-11,-14,16,,,-29,8
British Columbia,Okanagan-Similkameen,2020-05-12,-16,15,,,-30,9
British Columbia,Okanagan-Similkameen,2020-05-13,-19,16,,,-29,9
British Columbia,Okanagan-Similkameen,2020-05-14,-14,28,,,-28,8
British Columbia,Okanagan-Similkameen,2020-05-15,-14,28,,,-32,8
British Columbia,Okanagan-Similkameen,2020-05-16,-11,25,,,-26,
British Columbia,Okanagan-Similkameen,2020-05-17,-7,24,,,-26,
British Columbia,Okanagan-Similkameen,2020-05-18,-11,15,,,-65,12
British Columbia,Okanagan-Similkameen,2020-05-19,-4,22,,,-26,7
British Columbia,Okanagan-Similkameen,2020-05-20,-5,31,,,-25,8
British Columbia,Okanagan-Similkameen,2020-05-21,-10,28,,,-26,8
British Columbia,Okanagan-Similkameen,2020-05-22,-13,28,,,-28,10
British Columbia,Okanagan-Similkameen,2020-05-23,-6,26,,,-13,4
British Columbia,Okanagan-Similkameen,2020-05-24,3,24,,,-12,
British Columbia,Okanagan-Similkameen,2020-05-25,-3,31,,,-24,9
British Columbia,Okanagan-Similkameen,2020-05-26,-1,21,,,-17,5
British Columbia,Okanagan-Similkameen,2020-05-27,2,37,,,-18,6
British Columbia,Okanagan-Similkameen,2020-05-28,0,38,,,-18,5
British Columbia,Okanagan-Similkameen,2020-05-29,1,39,,,-20,5
British Columbia,Okanagan-Similkameen,2020-05-30,-4,36,,,-7,4
British Columbia,Okanagan-Similkameen,2020-05-31,0,30,,,-6,
British Columbia,Okanagan-Similkameen,2020-06-01,9,38,,,-15,4
British Columbia,Okanagan-Similkameen,2020-06-02,2,28,,,-15,5
British Columbia,Okanagan-Similkameen,2020-06-03,0,34,,,-16,5
British Columbia,Okanagan-Similkameen,2020-06-04,1,34,,,-16,4
British Columbia,Okanagan-Similkameen,2020-06-05,3,36,,,-17,5
British Columbia,Okanagan-Similkameen,2020-06-06,8,44,,,-4,2
British Columbia,Okanagan-Similkameen,2020-06-07,11,39,,,-8,
British Columbia,Okanagan-Similkameen,2020-06-08,11,39,,,-16,5
British Columbia,Okanagan-Similkameen,2020-06-09,5,30,,,-16,5
British Columbia,Okanagan-Similkameen,2020-06-10,6,33,,,-13,4
British Columbia,Okanagan-Similkameen,2020-06-11,6,37,,,-15,5
British Columbia,Okanagan-Similkameen,2020-06-12,3,36,,,-17,6
British Columbia,Okanagan-Similkameen,2020-06-13,7,44,,,-6,5
British Columbia,Okanagan-Similkameen,2020-06-14,17,39,,,-2,
British Columbia,Okanagan-Similkameen,2020-06-15,13,38,,,-14,4
British Columbia,Okanagan-Similkameen,2020-06-16,15,34,,,-14,5
British Columbia,Okanagan-Similkameen,2020-06-17,11,35,,,-15,4
British Columbia,Okanagan-Similkameen,2020-06-18,15,43,,,-12,2
British Columbia,Okanagan-Similkameen,2020-06-19,17,52,,,-17,2
British Columbia,Okanagan-Similkameen,2020-06-20,27,60,,,-2,1
British Columbia,Okanagan-Similkameen,2020-06-21,44,61,,,0,
British Columbia,Okanagan-Similkameen,2020-06-22,26,44,,,-20,3
British Columbia,Okanagan-Similkameen,2020-06-23,19,37,,,-18,4
British Columbia,Okanagan-Similkameen,2020-06-24,17,49,,,-15,4
British Columbia,Okanagan-Similkameen,2020-06-25,25,49,,,-13,1
British Columbia,Okanagan-Similkameen,2020-06-26,24,56,,,-16,2
British Columbia,Okanagan-Similkameen,2020-06-27,40,76,,,-1,1
British Columbia,Okanagan-Similkameen,2020-06-28,56,81,,,0,
British Columbia,Okanagan-Similkameen,2020-06-29,55,62,,,-21,2
British Columbia,Okanagan-Similkameen,2020-06-30,54,62,,,-18,2
British Columbia,Okanagan-Similkameen,2020-07-01,33,61,,,-51,10
British Columbia,Okanagan-Similkameen,2020-07-02,50,63,,,-21,3
British Columbia,Okanagan-Similkameen,2020-07-03,55,69,,,-24,3
British Columbia,Okanagan-Similkameen,2020-07-04,61,75,,,-2,-1
British Columbia,Okanagan-Similkameen,2020-07-05,82,84,,,0,
British Columbia,Okanagan-Similkameen,2020-07-06,52,62,,,-20,3
British Columbia,Okanagan-Similkameen,2020-07-07,44,50,,,-18,3
British Columbia,Okanagan-Similkameen,2020-07-08,37,51,,,-16,2
British Columbia,Okanagan-Similkameen,2020-07-09,42,57,,,-16,3
British Columbia,Okanagan-Similkameen,2020-07-10,41,57,,,-17,2
British Columbia,Okanagan-Similkameen,2020-07-11,55,73,,,2,0
British Columbia,Okanagan-Similkameen,2020-07-12,76,86,,,4,
British Columbia,Okanagan-Similkameen,2020-07-13,58,67,,,-19,2
British Columbia,Okanagan-Similkameen,2020-07-14,47,52,,,-16,2
British Columbia,Okanagan-Similkameen,2020-07-15,42,56,,,-15,2
British Columbia,Okanagan-Similkameen,2020-07-16,47,64,,,-15,3
British Columbia,Okanagan-Similkameen,2020-07-17,44,67,,,-18,3
British Columbia,Okanagan-Similkameen,2020-07-18,58,75,,,5,-1
British Columbia,Okanagan-Similkameen,2020-07-19,79,85,,,3,
British Columbia,Okanagan-Similkameen,2020-07-20,62,74,,,-18,2
British Columbia,Okanagan-Similkameen,2020-07-21,53,51,,,-18,2
British Columbia,Okanagan-Similkameen,2020-07-22,49,64,,,-16,3
British Columbia,Okanagan-Similkameen,2020-07-23,46,61,,,-15,2
British Columbia,Okanagan-Similkameen,2020-07-24,45,66,,,-17,3
British Columbia,Okanagan-Similkameen,2020-07-25,55,71,,,5,0
British Columbia,Okanagan-Similkameen,2020-07-26,73,77,,,4,
British Columbia,Okanagan-Similkameen,2020-07-27,65,69,,,-20,3
British Columbia,Okanagan-Similkameen,2020-07-28,55,58,,,-19,3
British Columbia,Okanagan-Similkameen,2020-07-29,48,78,,,-18,3
British Columbia,Okanagan-Similkameen,2020-07-30,49,83,,,-19,3
British Columbia,Okanagan-Similkameen,2020-07-31,51,96,,,-21,3
British Columbia,Okanagan-Similkameen,2020-08-01,68,106,,,1,0
British Columbia,Okanagan-Similkameen,2020-08-02,105,111,,,5,
British Columbia,Okanagan-Similkameen,2020-08-03,73,99,,,-57,7
British Columbia,Okanagan-Similkameen,2020-08-04,72,84,,,-22,2
British Columbia,Okanagan-Similkameen,2020-08-05,53,88,,,-20,3
British Columbia,Okanagan-Similkameen,2020-08-06,52,82,,,-21,4
British Columbia,Okanagan-Similkameen,2020-08-07,46,83,,,-20,3
British Columbia,Okanagan-Similkameen,2020-08-08,55,91,,,6,0
British Columbia,Okanagan-Similkameen,2020-08-09,78,97,,,6,
British Columbia,Okanagan-Similkameen,2020-08-10,64,85,,,-20,2
British Columbia,Okanagan-Similkameen,2020-08-11,55,63,,,-19,2
British Columbia,Okanagan-Similkameen,2020-08-12,51,65,,,-18,2
British Columbia,Okanagan-Similkameen,2020-08-13,51,65,,,-18,2
British Columbia,Okanagan-Similkameen,2020-08-14,47,65,,,-17,2
British Columbia,Okanagan-Similkameen,2020-08-15,58,79,,,3,0
British Columbia,Okanagan-Similkameen,2020-08-16,75,91,,,5,
British Columbia,Okanagan-Similkameen,2020-08-17,,,,,-21,3
British Columbia,Okanagan-Similkameen,2020-08-18,,,,,-16,2
British Columbia,Okanagan-Similkameen,2020-08-19,,,,,-19,3
British Columbia,Okanagan-Similkameen,2020-08-20,,,,,-16,2
British Columbia,Okanagan-Similkameen,2020-08-21,,,,,-18,5
British Columbia,Okanagan-Similkameen,2020-08-22,,,,,,0
British Columbia,Okanagan-Similkameen,2020-08-24,,,,,-19,3
British Columbia,Okanagan-Similkameen,2020-08-25,,,,,-16,2
British Columbia,Okanagan-Similkameen,2020-08-26,,,,,-15,2
British Columbia,Okanagan-Similkameen,2020-08-27,,,,,-12,1
British Columbia,Okanagan-Similkameen,2020-08-28,,,,,-16,1
British Columbia,Okanagan-Similkameen,2020-08-29,,,,,,0
British Columbia,Okanagan-Similkameen,2020-08-31,,,,,-16,2
British Columbia,Okanagan-Similkameen,2020-09-01,,,,,-13,1
British Columbia,Okanagan-Similkameen,2020-09-02,,,,,-14,2
British Columbia,Okanagan-Similkameen,2020-09-03,,,,,-13,1
British Columbia,Okanagan-Similkameen,2020-09-04,,,,,-18,2
British Columbia,Okanagan-Similkameen,2020-09-05,,,,,,-1
British Columbia,Okanagan-Similkameen,2020-09-07,,,,,-59,8
British Columbia,Okanagan-Similkameen,2020-09-08,,,,,-16,2
British Columbia,Okanagan-Similkameen,2020-09-09,,,,,-14,2
British Columbia,Okanagan-Similkameen,2020-09-10,,,,,-13,1
British Columbia,Okanagan-Similkameen,2020-09-11,29,48,,,-14,0
British Columbia,Okanagan-Similkameen,2020-09-12,34,58,,,6,-1
British Columbia,Okanagan-Similkameen,2020-09-13,34,59,,,-4,
British Columbia,Okanagan-Similkameen,2020-09-14,23,45,,,-13,2
British Columbia,Okanagan-Similkameen,2020-09-15,22,35,,,-12,2
British Columbia,Okanagan-Similkameen,2020-09-16,13,34,,,-11,2
British Columbia,Okanagan-Similkameen,2020-09-17,18,39,,,-10,2
British Columbia,Okanagan-Similkameen,2020-09-18,19,40,,,-11,2
British Columbia,Okanagan-Similkameen,2020-09-19,24,44,,,3,1
British Columbia,Okanagan-Similkameen,2020-09-20,39,55,,,6,
British Columbia,Okanagan-Similkameen,2020-09-21,22,38,,,-12,2
British Columbia,Okanagan-Similkameen,2020-09-22,22,35,,,-12,1
British Columbia,Okanagan-Similkameen,2020-09-23,13,37,,,-9,4
British Columbia,Okanagan-Similkameen,2020-09-24,18,36,,,-7,3
British Columbia,Okanagan-Similkameen,2020-09-25,16,42,,,-10,4
British Columbia,Okanagan-Similkameen,2020-09-26,22,45,,,7,2
British Columbia,Okanagan-Similkameen,2020-09-27,34,45,,,8,0
British Columbia,Okanagan-Similkameen,2020-09-28,26,44,,,-13,3
British Columbia,Okanagan-Similkameen,2020-09-29,20,33,,,-9,2
British Columbia,Okanagan-Similkameen,2020-09-30,14,33,,,-10,2
British Columbia,Okanagan-Similkameen,2020-10-01,17,37,,,-7,1
British Columbia,Okanagan-Similkameen,2020-10-02,14,41,,,-10,2
British Columbia,Okanagan-Similkameen,2020-10-03,23,46,,,5,0
British Columbia,Okanagan-Similkameen,2020-10-04,28,46,,,5,0
British Columbia,Okanagan-Similkameen,2020-10-05,20,43,,,-9,2
British Columbia,Okanagan-Similkameen,2020-10-06,19,38,,,-10,1
British Columbia,Peace River,2020-02-15,2,0,7,,-3,
British Columbia,Peace River,2020-02-16,12,-4,-9,,-4,
British Columbia,Peace River,2020-02-17,-16,-9,-19,-11,-59,16
British Columbia,Peace River,2020-02-18,1,-2,-3,11,1,0
British Columbia,Peace River,2020-02-19,11,3,4,61,2,-1
British Columbia,Peace River,2020-02-20,18,10,25,,-4,0
British Columbia,Peace River,2020-02-21,11,5,25,,1,-1
British Columbia,Peace River,2020-02-22,10,5,,,5,
British Columbia,Peace River,2020-02-23,19,6,19,,1,
British Columbia,Peace River,2020-02-24,5,1,4,11,2,0
British Columbia,Peace River,2020-02-25,0,-2,7,14,4,-1
British Columbia,Peace River,2020-02-26,5,6,5,3,3,-1
British Columbia,Peace River,2020-02-27,7,5,4,9,3,0
British Columbia,Peace River,2020-02-28,10,6,10,,11,-3
British Columbia,Peace River,2020-02-29,0,2,5,,5,
British Columbia,Peace River,2020-03-01,8,1,-9,,1,
British Columbia,Peace River,2020-03-02,7,2,-1,17,7,1
British Columbia,Peace River,2020-03-03,2,-3,1,15,5,0
British Columbia,Peace River,2020-03-04,4,5,-6,5,5,0
British Columbia,Peace River,2020-03-05,4,3,6,8,4,-1
British Columbia,Peace River,2020-03-06,1,-2,1,7,8,-1
British Columbia,Peace River,2020-03-07,3,0,4,,7,
British Columbia,Peace River,2020-03-08,6,5,-1,,5,
British Columbia,Peace River,2020-03-09,3,0,-6,7,6,-1
British Columbia,Peace River,2020-03-10,5,-4,-1,6,4,0
British Columbia,Peace River,2020-03-11,2,10,-7,16,4,0
British Columbia,Peace River,2020-03-12,0,8,-6,8,2,1
British Columbia,Peace River,2020-03-13,9,30,-8,2,8,-1
British Columbia,Peace River,2020-03-14,-5,23,-11,,-1,
British Columbia,Peace River,2020-03-15,-4,16,-3,,-7,
British Columbia,Peace River,2020-03-16,-1,28,-17,-3,-10,3
British Columbia,Peace River,2020-03-17,-12,15,-13,-13,-16,5
British Columbia,Peace River,2020-03-18,-23,21,-16,-10,-19,8
British Columbia,Peace River,2020-03-19,-28,9,-19,-4,-23,10
British Columbia,Peace River,2020-03-20,-29,6,-1,-11,-22,9
British Columbia,Peace River,2020-03-21,-42,-3,-1,,-18,
British Columbia,Peace River,2020-03-22,-46,-14,-23,,-26,
British Columbia,Peace River,2020-03-23,-44,-16,-43,-32,-31,14
British Columbia,Peace River,2020-03-24,-43,-15,-26,-37,-35,14
British Columbia,Peace River,2020-03-25,-44,-16,-18,-48,-35,15
British Columbia,Peace River,2020-03-26,-46,-18,-22,-45,-36,15
British Columbia,Peace River,2020-03-27,-46,-17,-31,-47,-32,15
British Columbia,Peace River,2020-03-28,-59,-28,-44,-45,-34,
British Columbia,Peace River,2020-03-29,-58,-38,-45,-55,-38,
British Columbia,Peace River,2020-03-30,-47,-20,-50,-52,-34,17
British Columbia,Peace River,2020-03-31,-49,-20,-38,-48,-36,16
British Columbia,Peace River,2020-04-01,-44,-14,-34,-55,-38,17
British Columbia,Peace River,2020-04-02,-46,-19,-33,-50,-38,16
British Columbia,Peace River,2020-04-03,-40,-13,-23,-43,-32,15
British Columbia,Peace River,2020-04-04,-47,-18,-22,-44,-33,
British Columbia,Peace River,2020-04-05,-48,-27,-23,-55,-36,
British Columbia,Peace River,2020-04-06,-42,-16,-34,-59,-35,16
British Columbia,Peace River,2020-04-07,-41,-13,-28,-49,-36,16
British Columbia,Peace River,2020-04-08,-37,-9,-33,-56,-36,16
British Columbia,Peace River,2020-04-09,-28,6,-29,-44,-38,14
British Columbia,Peace River,2020-04-10,-52,-18,-39,-61,-69,
British Columbia,Peace River,2020-04-11,-41,2,-24,-50,-40,
British Columbia,Peace River,2020-04-12,-57,-38,-24,-61,-41,
British Columbia,Peace River,2020-04-13,-45,-22,-29,-63,-52,20
British Columbia,Peace River,2020-04-14,-38,-14,-26,-47,-38,15
British Columbia,Peace River,2020-04-15,-32,-5,-19,-58,-36,15
British Columbia,Peace River,2020-04-16,-37,-10,-14,-41,-38,15
British Columbia,Peace River,2020-04-17,-34,-11,-27,-43,-33,15
British Columbia,Peace River,2020-04-18,-34,-6,14,-45,-30,
British Columbia,Peace River,2020-04-19,-35,-15,17,-58,-36,
British Columbia,Peace River,2020-04-20,-25,-2,-12,-51,-33,14
British Columbia,Peace River,2020-04-21,-29,-17,-26,-48,-35,14
British Columbia,Peace River,2020-04-22,-28,-4,-14,-53,-34,13
British Columbia,Peace River,2020-04-23,-32,-8,-24,-39,-34,14
British Columbia,Peace River,2020-04-24,-27,-4,-1,-30,-32,12
British Columbia,Peace River,2020-04-25,-38,-7,-20,-50,-30,
British Columbia,Peace River,2020-04-26,-38,-16,-10,-51,-35,
British Columbia,Peace River,2020-04-27,-29,-5,-22,-51,-32,13
British Columbia,Peace River,2020-04-28,-32,-11,-8,-47,-33,13
British Columbia,Peace River,2020-04-29,-26,-1,-5,-51,-35,13
British Columbia,Peace River,2020-04-30,-29,-5,-15,-41,-35,13
British Columbia,Peace River,2020-05-01,-26,-5,8,-35,-30,10
British Columbia,Peace River,2020-05-02,-29,-9,,-41,-31,
British Columbia,Peace River,2020-05-03,-35,-16,6,-45,-33,
British Columbia,Peace River,2020-05-04,-29,-8,-24,-56,-31,13
British Columbia,Peace River,2020-05-05,-26,-4,-9,-33,-32,12
British Columbia,Peace River,2020-05-06,-21,2,3,-52,-31,11
British Columbia,Peace River,2020-05-07,-26,-2,-18,-43,-33,13
British Columbia,Peace River,2020-05-08,-20,3,33,-32,-30,9
British Columbia,Peace River,2020-05-09,-22,14,,,-29,
British Columbia,Peace River,2020-05-10,-29,7,8,-44,-31,
British Columbia,Peace River,2020-05-11,-27,-3,14,-49,-28,10
British Columbia,Peace River,2020-05-12,-23,-5,17,-45,-29,9
British Columbia,Peace River,2020-05-13,-21,9,16,-50,-30,9
British Columbia,Peace River,2020-05-14,-25,5,5,-42,-32,10
British Columbia,Peace River,2020-05-15,-19,4,36,-45,-32,7
British Columbia,Peace River,2020-05-16,-31,-3,,-42,-34,
British Columbia,Peace River,2020-05-17,-35,-10,-5,-52,-35,
British Columbia,Peace River,2020-05-18,-44,-12,13,-68,-68,
British Columbia,Peace River,2020-05-19,-18,1,8,-42,-30,9
British Columbia,Peace River,2020-05-20,-14,6,-8,-49,-28,10
British Columbia,Peace River,2020-05-21,-18,-1,-24,-39,-30,12
British Columbia,Peace River,2020-05-22,-19,0,-10,-46,-24,10
British Columbia,Peace River,2020-05-23,-19,-2,,,-22,
British Columbia,Peace River,2020-05-24,-20,-3,28,-44,-24,
British Columbia,Peace River,2020-05-25,-10,-1,5,-41,-26,8
British Columbia,Peace River,2020-05-26,-13,-11,-5,-41,-26,8
British Columbia,Peace River,2020-05-27,-7,4,12,-49,-24,7
British Columbia,Peace River,2020-05-28,-8,4,26,-31,-27,7
British Columbia,Peace River,2020-05-29,-9,3,32,-31,-22,5
British Columbia,Peace River,2020-05-30,-19,0,35,,-18,
British Columbia,Peace River,2020-05-31,-17,4,20,,-17,
British Columbia,Peace River,2020-06-01,-10,3,6,-44,-22,7
British Columbia,Peace River,2020-06-02,-7,8,7,-33,-24,6
British Columbia,Peace River,2020-06-03,-7,5,8,-49,-24,7
British Columbia,Peace River,2020-06-04,-8,3,15,-25,-25,7
British Columbia,Peace River,2020-06-05,-8,7,44,-35,-20,4
British Columbia,Peace River,2020-06-06,-20,1,16,-45,-21,
British Columbia,Peace River,2020-06-07,-20,-2,17,-46,-21,
British Columbia,Peace River,2020-06-08,-11,0,-7,-53,-20,9
British Columbia,Peace River,2020-06-09,-4,0,22,-29,-21,5
British Columbia,Peace River,2020-06-10,0,10,39,-32,-19,5
British Columbia,Peace River,2020-06-11,-3,2,,-19,-21,5
British Columbia,Peace River,2020-06-12,-4,4,40,-31,-17,4
British Columbia,Peace River,2020-06-13,-6,2,,,-12,
British Columbia,Peace River,2020-06-14,-21,-7,-16,-47,-16,
British Columbia,Peace River,2020-06-15,-8,3,-6,-45,-21,10
British Columbia,Peace River,2020-06-16,-5,5,9,-25,-20,8
British Columbia,Peace River,2020-06-17,-4,12,13,-35,-20,7
British Columbia,Peace River,2020-06-18,2,19,,-2,-21,4
British Columbia,Peace River,2020-06-19,1,19,,-20,-19,1
British Columbia,Peace River,2020-06-20,-10,17,,,-15,
British Columbia,Peace River,2020-06-21,-4,21,,,-16,
British Columbia,Peace River,2020-06-22,-2,10,21,-32,-22,6
British Columbia,Peace River,2020-06-23,1,5,30,-7,-23,4
British Columbia,Peace River,2020-06-24,7,14,39,-38,-21,4
British Columbia,Peace River,2020-06-25,0,9,33,-2,-22,5
British Columbia,Peace River,2020-06-26,0,7,,-11,-19,2
British Columbia,Peace River,2020-06-27,-9,4,,,-16,
British Columbia,Peace River,2020-06-28,-7,4,,,-16,
British Columbia,Peace River,2020-06-29,-2,10,23,-27,-24,5
British Columbia,Peace River,2020-06-30,6,11,9,-20,-24,3
British Columbia,Peace River,2020-07-01,-24,2,-11,-48,-59,17
British Columbia,Peace River,2020-07-02,2,11,7,-4,-30,7
British Columbia,Peace River,2020-07-03,0,9,21,-26,-29,8
British Columbia,Peace River,2020-07-04,-8,5,27,,-14,
British Columbia,Peace River,2020-07-05,-4,7,,,-16,
British Columbia,Peace River,2020-07-06,4,11,29,-26,-23,5
British Columbia,Peace River,2020-07-07,2,7,25,-20,-26,5
British Columbia,Peace River,2020-07-08,9,20,23,-28,-25,4
British Columbia,Peace River,2020-07-09,1,13,,9,-25,4
British Columbia,Peace River,2020-07-10,1,12,,-13,-23,1
British Columbia,Peace River,2020-07-11,-7,7,,,-14,
British Columbia,Peace River,2020-07-12,-5,8,,,-15,
British Columbia,Peace River,2020-07-13,1,10,15,-12,-24,4
British Columbia,Peace River,2020-07-14,3,6,27,-21,-26,4
British Columbia,Peace River,2020-07-15,4,13,26,-23,-24,4
British Columbia,Peace River,2020-07-16,2,10,36,13,-25,3
British Columbia,Peace River,2020-07-17,2,7,,-22,-22,3
British Columbia,Peace River,2020-07-18,-2,12,,,-14,
British Columbia,Peace River,2020-07-19,0,8,,,-16,
British Columbia,Peace River,2020-07-20,6,16,37,-8,-22,3
British Columbia,Peace River,2020-07-21,1,4,23,-25,-24,5
British Columbia,Peace River,2020-07-22,8,19,32,-27,-24,4
British Columbia,Peace River,2020-07-23,6,11,,,-26,3
British Columbia,Peace River,2020-07-24,1,13,,-8,-22,2
British Columbia,Peace River,2020-07-25,-4,12,,,-14,
British Columbia,Peace River,2020-07-26,-1,10,,,-18,
British Columbia,Peace River,2020-07-27,3,15,,-11,-25,2
British Columbia,Peace River,2020-07-28,1,11,,-6,-26,3
British Columbia,Peace River,2020-07-29,1,9,50,-22,-25,2
British Columbia,Peace River,2020-07-30,3,10,,,-27,2
British Columbia,Peace River,2020-07-31,0,18,,0,-28,-1
British Columbia,Peace River,2020-08-01,-10,5,,,-20,
British Columbia,Peace River,2020-08-02,-5,0,,,-24,
British Columbia,Peace River,2020-08-03,-15,-3,,-20,-65,
British Columbia,Peace River,2020-08-04,1,9,39,-8,-27,3
British Columbia,Peace River,2020-08-05,4,14,,-24,-25,2
British Columbia,Peace River,2020-08-06,1,9,,,-27,3
British Columbia,Peace River,2020-08-07,-1,9,,-6,-24,1
British Columbia,Peace River,2020-08-08,-6,3,,,-15,
British Columbia,Peace River,2020-08-09,-3,9,,,-17,
British Columbia,Peace River,2020-08-10,3,9,,-10,-25,3
British Columbia,Peace River,2020-08-11,0,2,36,-12,-25,2
British Columbia,Peace River,2020-08-12,0,13,40,-30,-23,3
British Columbia,Peace River,2020-08-13,-2,8,,,-26,3
British Columbia,Peace River,2020-08-14,-3,9,,-3,-23,1
British Columbia,Peace River,2020-08-15,-11,7,,,-15,
British Columbia,Peace River,2020-08-16,-6,12,,,-19,
British Columbia,Peace River,2020-08-17,,,,,-27,2
British Columbia,Peace River,2020-08-18,,,,,-26,2
British Columbia,Peace River,2020-08-19,,,,,-26,2
British Columbia,Peace River,2020-08-20,,,,,-28,3
British Columbia,Peace River,2020-08-21,,,,,,4
British Columbia,Peace River,2020-08-24,,,,,-25,4
British Columbia,Peace River,2020-08-25,,,,,-26,2
British Columbia,Peace River,2020-08-26,,,,,-24,3
British Columbia,Peace River,2020-08-27,,,,,-25,1
British Columbia,Peace River,2020-08-28,,,,,,1
British Columbia,Peace River,2020-08-31,,,,,,3
British Columbia,Peace River,2020-09-01,,,,,-26,3
British Columbia,Peace River,2020-09-02,,,,,-24,2
British Columbia,Peace River,2020-09-03,,,,,-25,1
British Columbia,Peace River,2020-09-04,,,,,,-1
British Columbia,Peace River,2020-09-07,,,,,-62,
British Columbia,Peace River,2020-09-08,,,,,-23,1
British Columbia,Peace River,2020-09-09,,,,,-23,1
British Columbia,Peace River,2020-09-10,,,,,-25,0
British Columbia,Peace River,2020-09-11,-1,8,,-16,-19,0
British Columbia,Peace River,2020-09-12,-3,6,,,-12,
British Columbia,Peace River,2020-09-13,-2,10,32,,-15,
British Columbia,Peace River,2020-09-14,11,11,17,-16,-18,2
British Columbia,Peace River,2020-09-15,9,11,,-15,-18,2
British Columbia,Peace River,2020-09-16,5,6,46,-24,-19,1
British Columbia,Peace River,2020-09-17,3,3,,5,-21,0
British Columbia,Peace River,2020-09-18,4,9,,-9,-16,-2
British Columbia,Peace River,2020-09-19,0,8,,,-9,
British Columbia,Peace River,2020-09-20,0,4,,,-10,
British Columbia,Peace River,2020-09-21,5,9,37,-13,-19,1
British Columbia,Peace River,2020-09-22,0,3,27,-26,-19,1
British Columbia,Peace River,2020-09-23,2,16,22,-34,-16,1
British Columbia,Peace River,2020-09-24,5,11,16,2,-19,2
British Columbia,Peace River,2020-09-25,-2,3,27,-21,-14,2
British Columbia,Peace River,2020-09-26,-7,7,,,-4,-3
British Columbia,Peace River,2020-09-27,-6,5,34,,-10,0
British Columbia,Peace River,2020-09-28,-4,4,14,-14,-17,3
British Columbia,Peace River,2020-09-29,2,6,28,-19,-18,2
British Columbia,Peace River,2020-09-30,2,12,13,-26,-19,1
British Columbia,Peace River,2020-10-01,1,8,21,5,-20,0
British Columbia,Peace River,2020-10-02,-2,7,21,-8,-16,-1
British Columbia,Peace River,2020-10-03,-4,6,,,-14,-3
British Columbia,Peace River,2020-10-04,-6,5,34,,-19,-1
British Columbia,Peace River,2020-10-05,-1,10,-2,-15,-19,1
British Columbia,Peace River,2020-10-06,-1,8,5,-27,-19,1
British Columbia,qathet Regional District,2020-02-15,,-4,,,,
British Columbia,qathet Regional District,2020-02-17,,,,,-50,
British Columbia,qathet Regional District,2020-02-18,,,,,9,
British Columbia,qathet Regional District,2020-02-19,,,,,7,
British Columbia,qathet Regional District,2020-02-20,,-8,,,4,
British Columbia,qathet Regional District,2020-02-21,,-10,,,2,
British Columbia,qathet Regional District,2020-02-22,,-3,,,,
British Columbia,qathet Regional District,2020-02-24,,-7,,,,
British Columbia,qathet Regional District,2020-02-25,,,,,4,
British Columbia,qathet Regional District,2020-02-26,,,,,6,
British Columbia,qathet Regional District,2020-02-27,,-6,,,7,
British Columbia,qathet Regional District,2020-02-28,,-5,,,6,
British Columbia,qathet Regional District,2020-02-29,,-3,,,,
British Columbia,qathet Regional District,2020-03-02,,-4,,,2,
British Columbia,qathet Regional District,2020-03-03,,,,,6,
British Columbia,qathet Regional District,2020-03-04,,,,,4,
British Columbia,qathet Regional District,2020-03-05,,-2,,,0,
British Columbia,qathet Regional District,2020-03-06,,-5,,,2,
British Columbia,qathet Regional District,2020-03-07,,-5,,,,
British Columbia,qathet Regional District,2020-03-09,,-6,,,1,
British Columbia,qathet Regional District,2020-03-10,,,,,6,
British Columbia,qathet Regional District,2020-03-11,,,,,-3,
British Columbia,qathet Regional District,2020-03-12,,4,,,-2,
British Columbia,qathet Regional District,2020-03-13,,10,,,1,
British Columbia,qathet Regional District,2020-03-14,,4,,,,
British Columbia,qathet Regional District,2020-03-16,,,,,-17,
British Columbia,qathet Regional District,2020-03-17,,,,,-25,
